product_id,title,brand,category,description
B00005S8KY,"Altec Lansing 2100 2.1 Computer Speakers (3-Speaker, Black &amp; Silver)",Altec Lansing,Computer Speakers > Audio &amp; Video Accessories > Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals,"Get some big sound from a small package with this Altec 50-watt PC speaker set. Color-coded cables let you easily connect this 3-pc. quality stereo system to your PC. Set includes 2 gray squared satellite speakers with distinctive all-dcor styling and 1 subwoofer. Built-in controls and headphone jack. Instruction manual included. Imported. 10Hx5-1/2Wx8D""."
B00005S8DV,Humminbird 7800061 UC P Unit Cover,Humminbird,Marine Electronics > Fish Finders &amp; Depth Finders > Car &amp; Vehicle Electronics > Electronics,Tough stretch neoprene protects your Humminbird during transport and storage The Humminbird 7800061 UC P Unit Cover is a tough stretch neoprene cover that protects your Humminbird during transport and storage. The black cover is designed to hold all Piranha Series units and comes in black.
B00005S8KZ,Altec Lansing 4100 5-Piece Computer Speakers (Black &amp; Silver),Altec Lansing,Computer Speakers > Electronics > Computer Accessories & Peripherals > Audio & Video Accessories > Computers & Accessories,"Altec Lansing's 4100 4-channel sound system provides superb audio performance with a minimum of wasted space. Each super-thin satellite contains two neodymium micro drivers for excellent high-frequency response. Dual 5.25-inch woofers are housed in a solid wood cabinet for deep, powerful base without coloring. The 4100 system pushes 70 watts RMS for constant, excellent sound that won't leave you wanting at high volume. Dual mode selector lets you switch between 4-channel Game mode and Music+ mode for audio tailored to your listening needs."
B00005S8K2,"Dell Optiplex GX1 Desktop (400-MHz Pentium II, 128 MB RAM, 6.4 GB hard drive)",Dell,Desktops > Towers > Electronics > Computers &amp; Accessories > Computers &amp; Tablets, 
B00005T37D,Rio 90260110 - Nike psa[play120 Digital Audio Player,Rio,Portable Audio & Video > Electronics > MP3 & MP4 Players,"Exercise to your favorite tunes with the featherweight Nike psa[play120 digital audio player--weighing less than three ounces--which is compatible with both MP3 and WMA formats. It has 64 MB of flash memory, so your music won't skip no matter how hard you exercise. This amount of memory will hold approximately one hour of CD-quality MP3 music (encoded at 128 kbps) or two hours of WMA. It can also be expanded using MultiMedia Cards up to 64 MB. The round LCD displays song title, track number, and time. It comes with music management software for both Windows and Mac, and you can transfer files via USB 1.1. It also includes a sport armband, for easy use during your workouts. <b>What's in the Box</b><br> The psa[play120 player, remote control, belt clip, AA battery (alkaline), sport arm band, headphones, USB cable, printed QuickStart guide, CD-ROM with music management software."
B00005T369,Sony Portable CD Player (DE220YELLOW),Sony,Portable Audio & Video > Electronics > Portable CD Players,"The <b>D-E220YELLOW</b> CD Walkman Portable Compact Disc Player offers the Max! The ESPMAX, that is. ESPMAX Electronic Skip Protection offers a new level of advanced skip protection! It provides 6 times faster recovery than conventional ESP2 systems! The Brand New Oval-Cut Design not only has easy-access controls, it is compact and ultra lightweight! Digital Volume controls allows you to adjust volume levels at a push of a button! How easy is that? COLOR: YELLOW"
B00005T36G,Sony Portable CD Player (DE220R),,Portable Audio & Video > Electronics > Portable CD Players,"The <b>D-E220RED</b> CD Walkman Portable Compact Disc Player offers the Max! The ESPMAX, that is. ESPMAX Electronic Skip Protection offers a new level of advanced skip protection! It provides 6 times faster recovery than conventional ESP2 systems! The Brand New Oval-Cut Design not only has easy-access controls, it is compact and ultra lightweight! Digital Volume controls allows you to adjust volume levels at a push of a button! How easy is that? COLOR: RED Discover the luxury of portable music with Sony's D-E220 CD Walkman Portable compact disc player. ESPMax - Electronic Skip Protection offers a new level of advanced skip protection utilizing a part of ""Fast Recovery"" technology from G-Protection to provide 6 times faster recovery than the conventional ESP2 system. Its Brand perfect Oval-Cut design has easy-access controls, and is compact and easy to carry no matter your activity. So grab your favorite CDs and get moving."
B00005T37P,Philips MC1037 Compact Stereo System (Discontinued by Manufacturer),Philips,Stereo Shelf Systems > Home Audio > Electronics > Compact Radios &amp; Stereos,"Plenty of features are packed into this compact audio system. Choose to play your CD, CD-R, or CD-RW discs in the single top-loading CD player. Digital sound control offers different sound settings tailored for specific musical styles such as Jazz, Rock, or Pop! With the dynamic bass boost you'll hear more bass at all volume levels. Random memory presents allow pre-programming of up to 40 AM and FM station frequencies into the tuner memory."
B00005T37O,Panasonic SC-AK12 CD Compact Stereo System (Discontinued by Manufacturer),Panasonic,Home Audio > Electronics > Stereo Shelf Systems > Compact Radios & Stereos,"Express your musical self with this shelf system from Panasonic. The 5-CD changer lets you listen to your music your way. Choose to play CDs in order, mix things up a bit with random mode, or program them to play in the order you want. Or repeat a CD as many times as you want with the repeat play function. There's even a digital tuner that can memorize 24 of your favorite stations!"
B00005T38K,Sony Portable Mini-Disc Player/Recorder (MZ-R500PCNAVY),Sony,Portable Audio & Video > Electronics > Minidisc Players,"ThereM-^Rs not much more you could ask for with this MiniDisc player from Sony. Besides looking good with its cool navy case, it has SonyM-^Rs G-ProtectionM-^Y anti-shock system and Digital Mega Bass that provides rich, deep bass. The power consumption technology allows a single AA battery to last for up to 48 hours of playback or about 5 hours of recording. Now listening to your very own mix of music is just a touch away. The jacket size MD Walkman player/recorder MZ-R500 easily slips into a pocket for personal enjoyment just about anywhere. MDLP Long Time Recording and Playback lets you record 2X (LP2) or 4X (LP4) longer on an 80-minute MiniDisc to provide as much as 320 minutes (over 5 hours) of music with excellent sound quality. Skip-Free G-Protection technology makes the MD Walkman an ideal on-the-go companion, with an advanced system that provides more than 10-times faster shock recovery compared to conventional systems, ensuring perfect playing performance without skipping even during such active uses as jogging. Download new songs from the net in any format you like with the Analog PC Link cable."
B00005T392,TDK IBM-Formatted Floppy Disks (30-Pack) (MF2HDIF30RB) (Discontinued by Manufacturer),TDK,Blank Media > Accessories & Supplies > Electronics > Floppy Diskettes,"When you need an inexpensive, removable storage solution with enough capacity to store text documents, passwords, computer restoration files and other critical data, TDK 3.5  1.4MB Floppy Disks are the way to go. PC formatted."
B00005S8CT,Sony Portable 1-Piece AM/FM/CD Cassette Boombox (CFD-E75),Sony,Portable Audio & Video > Boomboxes > Electronics,"Show your true colors with the CFD-E75RED AM/FM/CD/cassette boombox from Sony! This bright red model is as hot as a firecracker & has all the great features you're looking for, such as a digital synthesized AM/FM stereo tuner with 20-station memory presets for accurate drift-free tuning & a Mega Bass sound system for deep & powerful sounds!"
B00005T399,Fuji 3 Pack 74 Minute MiniDiscs,Fujifilm,Blank Media > Accessories & Supplies > Electronics > Minidiscs,Fuji's 3-pack of 74-minute recordable MiniDiscs is specifically designed to offer ultra-high reliability and extremely low error rates - even when recording from low-powered systems. These discs are ideal for portable use whether indoors or out.
B00005T39R,Neoprene CD Belt Pack with 3 CD Sleeves (Discontinued by Manufacturer),Case Logic,Disc Storage Wallets > Media Storage & Organization > Electronics > Audio & Video Accessories > Accessories & Supplies,"CD Player Sports Belt - Mesh pockets for ear buds, batteries"
B00005T39N,Audio Technica 3003 Universal-Mount Phono Cartridge (Discontinued by Manufacturer),Audio-Technica,Accessories & Supplies > Electronics,Has your turntable seen better days? Try replacing that broken needle with <b>Audio Technica's Universal Mount Cartridge with Elliptical Stylus</b> and listen to all your old LPs again.
B00005T38H,Sonic Blue MP3 Player (psa[play 60),SONICblue,Portable Audio & Video > Electronics > MP3 & MP4 Players,"Inspire your workout with heart-pounding musical motivation! The Nike PSAPLAY60 is built to withstand active use with a skip-free design that lets you listen without missing a beat. Its 32MB of built-in memory can capture up to a full hour of digital-quality audio from the Internet or your CDs, and it comes complete with all the software you need. REVIEW: Exercise to your favorite tunes with the featherweight Nike psa[play60 digital audio player--weighing less than three ounces--which is compatible with both MP3 and WMA formats. It has 32 MB of flash memory, so your music won't skip no matter how hard you exercise. This amount of memory will hold approximately a half-hour of CD-quality MP3 music (encoded at 128 kbps) or one hour of WMA. It can also be expanded using MultiMedia Cards up to 64 MB. The round LCD displays song title, track number, and time. It comes with music management software for both Windows and Mac, and you can transfer files via USB 1.1. <b>What's in the Box</b><br> The psa[play60 player, remote control, belt clip, AA battery (alkaline) headphones, USB cable, printed QuickStart guide, CD-ROM with music management software."
B00005T39W,RCA Foreign Voltage Plugs (5 Pack) (AH240X),RCA,Cables &amp; Interconnects > RCA Cables > Audio &amp; Video Accessories > Electronics > Audio Cables > Accessories &amp; Supplies,"Going somewhere? Well, if it's another country, don't expect to be able to use your hairdryer without these Foreign Voltage Plugs!"
B00005T37X,Adaptec AUA-3100LP USB 2.0 4 Port Card,Adaptec,SCSI Port Cards > Computer Components > I/O Port Cards > Electronics > Internal Components > Computers & Accessories,"3 external ports, 1 internal port / Supports 1.1 & new 2.0 USB standards / Drivers may not yet be available for your system Plug-N-Play sets the card up for USB 1.1 automatically on your Win98+ or Mac OS 8.6+ system  Four USB ports provide you easy compatibility with today's most popular peripherals and tomorrow's exciting new ones! The USB2connect 3100LP card from Adaptec allows your Mac or PC to work with both USB 1.1 and 2.0 devices through its four high-speed ports. With data speeds up to 480 megabits per second (Mbps) USB 2.0 is 40 times faster than USB 1.1, making it ideal for use with external storage devices, scanners, CD-RWs and more. The plug-and-play USB2connect 3100LP is easily installed and rock solid as you've grown to expect from Adaptec. <b>System Requirements</b><span class=""mousetype-bold"">PC</span><br><ul><li>IBM-compatible PC with 266 MHz or faster processor</li><li>Microsoft&reg; Windows&reg; 98SE, Windows 2000, Windows Me, or Windows XP</li><li>Available PCI slot</li><li>CD-ROM drive</li></ul><br><span class=""mousetype-bold"">Macintosh</span><br><ul><li>Mac OS. 9.0.4 or later* (please review the ReadMe file that comes with the product and the customer support section of the Adaptec web site for the latest information on Mac OS X compatibility)</li><li>Power Macintosh Beige G3 rev. B or later </li><li>Available PCI slot</li><li>CD-ROM drive</li><li>*This card is OHCI compatible. Drivers that Apple includes in the Mac OS will work with this product. Note: USB ports will function at USB 1.1 speeds.</li></ul> <b>Supported Operating Systems</b><ul><li>Microsoft Windows 98 Second Edition</li><li>Microsoft Windows 2000</li><li>Microsoft Windows Millennium Edition</li><li>Microsoft Windows XP Home</li><li>Microsoft Windows XP Professional</li><li>Macintosh OS 9.0.4</li><li>Macintosh OS 9.1</li><li>Macintosh OS 9.2</li><li>Macintosh OS 9.2.1</li><li>Macintosh OS 9.2.2</li><li>Mac OS X 10.1</li><li>Mac OS X 10.1.1</li><li>Mac OS X 10.1.2</li><li>Mac OS X 10.1 Server</li><li>Mac OS X 10.1.1 Server</li></ul> <b>Warranty</b><br>Five-year limited warranty"
B00005T387,Sony MHC-RG70AV Compact Stereo System,Sony,Home Audio > Electronics > Stereo Shelf Systems > Compact Radios & Stereos,"This 240-watt surround system includes a center and two surround speakers, along with its 3-way front speakers for realistic, clear sound. It gives you three choices with the 3-disc CD changer and continued music while switching CDs with the Play Exchange function. The dual cassette decks feature auto reverse so there's no need to leave your seat. Dolby Pro Logic decoding and Dolby Digital ""ready"" 5.1-channel inputs complete the musical picture beautifully."
B00005T38E,Zenith DVD2381 Progressive-Scan DVD Player,LG,DVD Players > DVD Players & Recorders > Electronics > Television & Video,"This DVD Player from Zenith offers premium video quality with Progressive Scan technology and component video output. Optical and coaxial digital outputs for audio signals let you get the best possible sound from DVDs, CDs, CD-R/RWs, or MP3s. The Parental Control makes sure young eyes don't see things you don't want them to, and the remote control features glow keys and shuttle control."
B00005T38X,JVC In-Dash CD Player (KD-LX100),JVC,Car Electronics > Car Stereo Receivers > Electronics > Car & Vehicle Electronics > Car Audio,"In addition to being a great sounding CD radio, with up to 180 watts of total power, this radio offers security in the form of the M-^SEl KameleonM-^T anti-theft system. When off, the multicolor display goes dark and looks like a blank faceplace on your dash. Plus the Audio Cruise mode can automatically adjust the volume level based on your engineM-^Rs RPMs!"
B00005T3AC,RCA 5-Device Remote (RCU500) (Discontinued by Manufacturer),RCA,Remote Controls &amp; Accessories > Remote Controls > Audio &amp; Video Accessories > Electronics > Accessories &amp; Supplies,"This RCA Universal Remote will control most brands of TVs, VCRs, cable boxes, satellite, and audio components! You'll love it for its advanced TV features such as PIP, swap, move, freeze, code search, and menu. Spare yourself the hassle of juggling all those other remotes."
B00005T39Y,Walkman Car Connecting Pack for MD Walkman and CD Walkman (Model# CPA-9C),Sony,Cassette Player Adapters > Portable Audio & Video > MP3 & MP4 Player Accessories > Electronics,"The Sony CPA-9C is a quality accessory for being able to listen to ipod & iPhone devices through your car's cassette player. The Sony CPA-9C cassette adaptor allows you to connect your minidisc or CD player to a vehicle cassette player. While this Sony product works best with Sony CD and MD players, the adaptor will operate with non-Sony products as well. There are a couple of key features to this adaptor which make it a fine choice. The first notable feature is the spring-loaded head. The head will automatically adjust itself to your vehicle's cassette deck, ensuring that the two heads have optimum contact and transfer the best possible sound. The second key feature is the silent mechanism. A silent mechanism yields less operational noise and a better quality MD or CD sound. This adaptor works with all cassette players which require you to insert the tape opening facing the side. The mini-plug inserts into a portable CD or MD headphone jack. The cassette adaptor is a cheap way to make your vehicle CD and MD operational. <b>What's in the Box</b><br> Sony CPA-9C Cassette Adaptor"
B00005T3AE,SONY Universal Remote Commander(R) Remote Control (Discontinued by Manufacturer),Sony,Remote Controls & Accessories > Remote Controls > Electronics > Audio & Video Accessories > Accessories & Supplies,"You love your new DVD player, but unfortunately the DVD remote that came with your player has fallen into the abyss. No problem! This Sony 7-Device Remote Control has a DVD Menu Function AND a TV Menu Function. It's pre-programmed so setup is a snap. Channel Macro Function and Memory Backup adds to the list of valuable features."
B00005T38C,Fuji 3-Pack of 74-Minute CD-RW Discs (25301276),Fuji,Blank Media > Accessories & Supplies > Electronics > CD-RW Discs,Fuji 3-Pack of 74-Minute CD-RW Discs (25301276)
B00005T3A9,Terk Technology TV-55 UHF/VHF HDTV Indoor/Outdoor Amplified Antenna (Discontinued by Manufacturer),Terk,Electronics > TV Antennas > Audio & Video Accessories > Antennas > Accessories & Supplies,"Optimized For Hdtv Reception Helical Coil Antenna Technology & Patented Dual-Mode Ultra-Low Noise Amplifier Provides Clear Powerful Reception Of Hdtv & Uhf/Vhf Signals Slim-Profile Design Allows Easy Flexible Mounting Inside Or Outside The Home Ultra-Durable Weatherproof Housing Includes Multiple Mounting Options With All Mounting Hardware Amplifier Gain: 10 Db Output Imp: 75? Operational Bandwidth: 54 Mhz 806 Mhz The Terk TV-55 is engineered specifically to optimize the performance of high definition television as well as analog television signals. The TV-55s unique helical coil element allows for an unobtrusive design yet without compromising the ability to capture lower-frequency TV stations. The helical coil receives both UHF and VHF frequencies and provides exceptional reception at all frequencies. The TV-55 functions as both a high-performance outdoor and indoor antenna. Its ideal for houses and apartments--anywhere an unobtrusive yet high-performance antenna is desired. Thanks to its unique slim profile and weather-proof design, the TV-55 can be installed under the eaves of a roof, on a windowsill, on an outside wall, on a terrace, or used as a roof-top antenna. It easily mounts inside a house or apartment on a wall, in a closet or attic, or any number of locations near or away from your TV. The TV-55 can even be mounted on top of an RV or on a boat (special marine version available). All necessary mounting hardware is included. The TV-55 features a patented dual-mode ultra low-noise amplifier that allows a choice of the best gain setting for maximum reception. The amplifier can be set to high-gain mode to correct for signals that are too weak, or bypassed for optimum reception of strong signals. The amplifier is connected directly to the antenna element for the shortest signal path and lowest noise. To ensure highest-quality signal transmission, the TV-55 includes a threaded F-connector for connection to RG6 cable (not included). The TV-55 is lightweight and highly durable. Designed for reliable performance year after year, the TV-55 is constructed from rustproof, high-strength aluminum and hermetically sealed with weatherproof polycarbonate housing, for protection from the most severe environmental conditions."
B00005T3AO,PTC Series White Ceiling Mount for 25&quot;&iquest;27&quot; TV,Primetime,Accessories & Supplies > Electronics > TV Accessories & Parts > Audio & Video Accessories > TV Ceiling & Wall Mounts,"Vantage Point PTC-26 WHITE PTC Series White Ceiling Mount for 25""""27"""" TV"
B00005T3AD,Sony 5-Device Remote With Advanced DVD Functions (RM-V301) (Discontinued by Manufacturer),Sony,Remote Controls & Accessories > Remote Controls > Electronics > Audio & Video Accessories > Accessories & Supplies,"SONYRMV3025-DeviceUniversalRemoteCommander The Sony RM-V301 5 Device Universal Remote combines five functions in one remote for optimum control of your home theater system. This remote is pre-programmed with commands for most major brands. Rubberized Keypad Keys allow blind-touch operation. This model has an ergonomic trapezoid design that fits the hand, picture-in-picture function, 20-minute memory backup, DVD menu function and more."
B00005T3BD,"Polk Audio RC60i 2-way Premium In-Ceiling 6.5&quot; Round Speakers, Set of 2 Perfect for Damp and Humid Indoor/Outdoor Placement - Bath, Kitchen, Covered Porches (White, Paintable Grille)",Polk Audio,Home Audio > Electronics,"RCi Series In-Wall Speakers deliver incredible Polk sound to every room in your home without using any floor or shelf space! Now you have new options for more flexibility and performance from Polk Audio. Out of the box and into the wall (or ceiling), thats how easy it is to install new Polk Audio RCi Series In-ceiling Loudspeakers like the RC60i. Dynamic Balance drivers and aimable tweeters ensure spacious imaging with amazing clarity as well as a well-balanced sound in any listening position, not just a small ""sweet spot."" Paint them to match your decor and they practically disappear, leaving you with nothing but high performance sound! Installation is easy as 1-2-3: cut one hole, feed the wires, and simply drop the speaker in. Rotating Cams secure the speaker safely with no extra assembly or mess. Polk Audio's RC<em>i</em> Series in-wall speakers let you deliver sound to every room in your home without sacrificing a single square inch of valuable floor or shelf space, and the RC60<em>i</em> in-wall speakers are no exception. Paint them to match your decor and they practically disappear, leaving you with nothing but high-performance sound. Installation is easy as 1-2-3: cut a single hole, feed the wires through to your receiver or amplifier, and simply drop the speaker in. Rotating cams secure the speakers safely with no extra assembly or mess. A round shape and flush design allows each RC60<em>i</em> to mimic the look of a recessed lighting fixture, providing the ultimate in stealth sound. The pair is durable, too, with moisture-resistant materials that are perfectly safe for use in bathrooms, kitchens, saunas--even under outdoor eaves. Rubber driver surrounds outlast cheap foam surrounds for years of trouble-free performance. Dynamic Balance components and aimable tweeters ensure spacious imaging with stunning clarity and well-balanced sound in any listening position, not just a small ""sweet spot."" Wide-dispersion design means you'll enjoy even coverage across small and large rooms alike. The speakers use large, 6.5-inch cones for rich, full-bodied sound. Further, their Infinite Baffle tuning uses the virtual enclosure of in-wall space to enhance their bass response. The speakers are timbre-matched to the members of Polk's RT<em>i</em> Series for seamless, enveloping sound when used as part of a home theater. It is 2-way speaker.<br /> <strong>What's in the Box</strong><br /> Two speakers, paint masks, and a user's manual."
B00005T39V,RCA Universal Portable Electronic Replacement Power Cord - AH1U,Audiovox,Accessories & Supplies > Audio & Video Accessories > Cables & Interconnects > Electronics,"Audiovox Ah1un Standard Power Cord - 72"" Ah1un 711"
B00005T3BG,SONY RM-AV2100 LCD Universal Integrated Remote Commander (Discontinued by Manufacturer),Sony,Remote Controls & Accessories > Remote Controls > Electronics > Audio & Video Accessories > Accessories & Supplies,"Want the ultimate universal remote control? The Remote Commander control unit from Sony can control up to 12 components through its illuminated LCD touch-screen. Compatible with most major brands, this remote has up-to-date programming codes for most components and includes PIP function and system on/off macro for Sony components."
B00005T37U,Duracell DR-10 Universal 8mm / VHS-C Camcorder Battery,Duracell,Batteries &amp; Chargers > Batteries > Camcorder Batteries > Electronics > Accessories > Camera &amp; Photo,"NiMH Multi-Format Camcorder Battery. Why is that camcorder batteries always seem to run out of power when you need them the most? Don't get caught unprepared! Get a backup battery and preserve those memories. Fits many JVC, Sony, and Panasonic Camcorders."
B00005T3AN,PTC Series Black Ceiling Mount for 25&quot;27&quot; TV (Discontinued by Manufacturer),Vantage Point,Accessories & Supplies > Electronics > TV Accessories & Parts > Audio & Video Accessories > TV Ceiling & Wall Mounts,Holds 80 lbs. Made for older type TVs
B00005T3BE,RCA Indoor Antenna (ANT115),RCA,Electronics > TV Antennas > Audio & Video Accessories > Antennas > Accessories & Supplies,"There's a full range of RCA antennas to handle all kinds of reception and installation needs. The indoor antennas feature technologically advanced engineering, along with contemporary styling to allow you maximum effectiveness without interfering with your home decor. Also, all indoor antennas come with the necessary hook-up accessories for immediate and easy installation."
B00005T3C1,SONY IFT-R20 - LaserLink(R) IR Receiver,Sony,Accessories & Supplies > Audio & Video Accessories > Electronics > Connectors & Adapters,This Laserlink Infrared device receives the video and audio signal sent by Sony HandyCam Camcorders with LaserLinkM-^Y capability and sends the signal to your TV - with up to 26 feet of reception!
B00005T3BB,TDK 2-Pack 40-Minute VHS-C Tapes (TC40HGL2),TDK,Blank Media > Accessories & Supplies > Electronics,
B00005T3BJ,"Vantage Point PTW Series W13-B Wall Mount for 13""-17"" TV (Discontinued by Manufacturer)",Vantage Point,TV Accessories &amp; Parts > Audio &amp; Video Accessories > Electronics > TV Ceiling &amp; Wall Mounts > Accessories &amp; Supplies,"Weight capacity: 60 lbsPlatform: 14"" x 12""PTW-13 supports 13"" to 17"" TV's and PTW-20 supports 19"" to 21"" TV'sEasy installation UL approved for up to 4 times stated weightAll-steel construction with white or black thermally powder-coated finishesWeight capacity: 60 lbs.Includes hardware and safety strap360  rotating platform  0 -10  tilt13"" to 17"" Platform: 14"" x 12""19"" to 21"" Platform: 20"" x 12""13"" to 17"" television: platform: 14"" x 12""; .; adjustable down angle: 0  5  10 3 sizes to accommodate TV's from 13"" to 27""Easy installation UL approved for up to 4 times stated weightAll-steel construction with white or black thermally powder-coated finishesIncludes hardware and safety strap"
B00005T3BO,Memorex 2-Pack 200-Minute Video Tapes (21891000),Memorex,Camera & Photo > VHS > Electronics > Blank Video Media > Accessories,
B00005T37H,Onkyo TX-DS494 Surround Sound Receiver (Discontinued by Manufacturer),Onkyo,Electronics > Receivers > Home Audio > Receivers &amp; Amplifiers > Home Theater,"If you want a great-sounding home theater receiver that's easy to use, you're definitely in the right place. This one offers Dolby Digital, DTS, and Dolby Pro Logic II decoding, S-Video switching, heavy-duty speaker binding-post for all channels, and Wide Range Amplifier Technology for superior audio performance. To top it off it produces 55 watts per channel at 8 ohms for wonderful sound reproduction."
B00005T3AX,Fuji 3-Pack 120-Minute VHS Tapes (HQT1203PK),Fuji,Blank Media > Accessories & Supplies > Electronics > Data Cartridges,Don't let important television shows go unrecorded. This 3-pack of Fuji 120-minute high quality VHS tapes will provide you with 6 hours of quality recording time.
B00005T37N,Zenith DVD5201 5-Disc DVD Player,LG,DVD Players > DVD Players & Recorders > Electronics > Television & Video,"This 5-disc changer from Zenith plays DVDs, CDs, CD-R/RWs as well as MP3s, providing you with a wide range of video and music entertainment options. Offers Simulated Surround Sound as well as Component and S-Video Output. Viewing is enhanced with Variable Speed Smooth Scan, 4x/16x Zoom Capability, and Forward and Reverse Frame Advance. Other plusses included 20-track Programmable Memory and Random Play Mode to let you take advantage of the generous 5-disc capacity."
B00005T3B5,"TDK MiniDV Tapes, 60 Minute (3-Pack)",TDK,Camera & Photo > Electronics > Blank Video Media > MiniDV > Accessories,"Designed for maximum performance in digital video camcorders. Durable, anti-static shell protects tape from sudden camera movements overheating. Ideal for uploading videos to personal computers for email and internet use. Cassette Type: Video Grade/Quality: Superior Maximum Recording Time: 60 Minutes Application: DVC."
B00005T3B2,JVC Hi-Fi VHS Tapes (T120KL4P) (T120KL4P),JVC,Blank Media > Electronics > Accessories &amp; Supplies > Data Cartridges,360 minutes in ep mode high grade in translucent shell. high energy magnetic particles sp: 2 hours ep: 6 hours. all features on this product is listed above.
B00005T3A4,RCA Indoor VHF/UHF/FM Antenna (ANT-110) (Discontinued by Manufacturer),RCA,Audio &amp; Video Accessories > Electronics > TV Antennas > Antennas > Accessories &amp; Supplies,Are you tired of watching all those squiggly lines making their way across your television screen every few seconds? Go ahead and purchase this Indoor VHF/UHF Antenna from RCA and make your favorite TV programs picture perfect!
B00005T3BT,Ambico VHS-C to VHS Adapter,Ambico,Camera & Photo > VHS-C > Electronics > Blank Video Media > Accessories,"Ambico v-0730, mechanical vhs-c adapters."
B00005T3CE,Sony HVL-S3D 3 Watt Video Light for DCR-DVD101/201/301 &amp; DCR-HC40/65/85 &amp; DCR-TRV38,Sony,Camera & Photo > Batteries > Camcorder Batteries > Electronics > Accessories > Batteries & Chargers,"Don't keep your movies in the dark. Light up your shots with a 3-watt camcorder light. It's powered by your camcorder and is small and lightweight, making it easy to carry with you. It also has an automatic mode, so it does the guesswork for you."
B00005T3BZ,Sony ECMHS1 Video Microphone with Zoom for DCRHC 40/65/85 Camcorders,Sony,Professional Video Accessories > Camera & Photo > Electronics > Microphones > Accessories,Gun-like Zoom Microphone for Camcorders. May be synchronized with Camcorder Zoom
B00005T383,Bose UB-20 Wall/Ceiling Bracket (each) - WHITE,Bose,Speaker Mounts > Accessories & Supplies > Electronics > Mounts,These attractive speaker brackets are specifically designed for mounting your Bose&#xAE; Acoustimass cube speakers right where you want them. <b>Color: White; each bracket sold individually.</b>
B00005T3AP,Vantage Point W20B Articulating Wall Mount for 19&quot; to 21&quot; CRT Televisions,Vantage Point,Accessories & Supplies > Electronics > TV Accessories & Parts > Audio & Video Accessories > TV Ceiling & Wall Mounts,"Just upgraded to a new flat screen TV? Then put your old television to good use in another room with a Vantage Point Wall mount! Our TV mounts are easy to install and are UL listed for weight. The mounts are adjustable for a flat, 5 degree, 7 degree or 10 degree downward angle. The mounts will swivel a full 180 degrees from the wall mount and the TV platform will rotate a full 360 degrees for viewing. This mount will support TV's up to 60lbs. Just upgraded to a new flat screen TV? Then put your old television to good use in another room with the Vantage Point PTW20B Mount for 19- to 21-inch Televisions. Easy to install and UL listed for weight, this mount is adjustable for a flat, 5 degree, 7 degree or 10 degree downward angle. The mounts will swivel a full 180 degrees from the wall mount and the TV platform will rotate a full 360 degrees for viewing. The Vantage Point PTW20B Mount will support TV's up to 60 pounds."
B00005T3AH,"Zenith 4 Device, Color-Coded Remote (ZEN450)",LG,Remote Controls &amp; Accessories > Remote Controls > Audio &amp; Video Accessories > Electronics > Accessories &amp; Supplies,"Complete the component picture with this Four-Function Remote Control from Zenith. Automatically control your TV, VCR, CD, or Cable Box all with one convenient remote control. The coded keypad helps to distinguish the different types of buttons and not only does this remote operate with most on-screen menus but it can change the way you use your components forever."
B00005T3B1,Fuji SVHS-C 30-Minute Tape (SVHSTC30) (Discontinued by Manufacturer),Fuji,Blank Media > Accessories & Supplies > Electronics,
B00005T3A5,RCA ANT 145 - TV / radio antenna ( ANT145 ) (Discontinued by Manufacturer),RCA,Electronics > TV Antennas > Audio & Video Accessories > Antennas > Accessories & Supplies,"Don't settle for fuzzy reception. This RCA TV antenna features a 12-position switch for fine VHF/UHF television and FM stereo tuning. Sleek contemporary design has black finish and coated stainless steel UHF loop. Narrow design and rotating loop fits on top of TV and inside most entertainment cabinets. Hooks up to any TV. Includes a 6' coaxial connector cable. No. ANT130. Imported. 9Hx10Wx4-1/2D""."
B00005T3CY,"Sony KV-32FS13 32"" Flat Screen Wega TV",Sony,Television &amp; Video > Electronics,"Expect the best from this Sony Wega 32"" Flat Screen TV. The completely flat screen creates a lifelike picture without the distortion you'll find in traditional tube TVs. The 3-Line Digital Comb Filter and Component Video Input allows this TV to produce sharp, high-resolution images. And the Velocity Scan Modulation gives you a crisp, clear picture that will make your favorite movies and TV shows look their best."
B00005T3DE,Sony KV-20FS12 20&quot; Trinitron Wega Flat-Screen TV,Sony,Televisions > Electronics > Television & Video,"This 20"" Trinitron WEGA Flat Screen TV is the perfect choice if you're looking for a beautiful, more lifelike picture! Features such as Velocity Scan Modulation & 3-Line Digital Comb Filter make sure the images are clear and detailed. Also thrown in are numerous other fun features like Favorite Channel, which allows you quicker access to stations you like, and a Sleep Timer so you can nod off at night without waking a few hours later to a middle-of-the-night infomercial!"
B00005T3AY,"Fuji HQ T-120 Video Cassettes, 5 Pack (Discontinued by Manufacturer)",Fujifilm,Camera & Photo > VHS > Electronics > Blank Video Media > Accessories,"High Quality Video Cassette Tape, 6 Hours"
B00005T3B4,"Panasonic AY-DVM80EJ1 MiniDV Cassette (80 Minute, Hang Tab)",Panasonic,Electronics > Blank Video Media > MiniDV > Accessories > Camera &amp; Photo,PANASONIC AY-DVM80EJ Mini Digital Video Cassette (80 min)
