,product_id,title,brand,category,description,price
284,B00000J3Q8,KLH PSW8100-8 Down-Firing Powered Subwoofer (Discontinued by Manufacturer),KLH,Electronics > Home Audio > Speakers > Subwoofers,"As an alternative to large, full-range speakers or as an upgrade to an existing pair of smaller speakers, a subwoofer can make a lot of sense. Depending on your main speakers, having or not having a sub can mean the difference between merely watching videos or experiencing home theater. The KLH PSW8100-8 powered subwoofer is a solid and affordable entry-level subwoofer capable of slamming loads of bass to every last nook and cranny of your living room.<P> But while the PSW8100-8 offers deep bass and heavy power, it isn't necessarily the smoothest of subwoofers. (At this price range, you can't expect it to be.) We found it a bit difficult to integrate with our system if we weren't feeding it a dedicated subwoofer output, such as the "".1""-channel information from a Dolby Digital or DTS 5.1-channel source.<P> The phase-inversion switch--a great feature to find on a budget subwoofer--allowed the PSW8100-8 to sit farther from our speakers without sounding like it. One of the things that can happen when using multiple speakers in different locations is phase cancellation, where sound waves meet at different points in their wave cycles, nullifying each other when one's ""peak"" finds another's ""valley."" If the subwoofer sounds like it's not working, it could be because it's out of phase with the main speakers (in its current location at least). Inverting the phase by 180 degrees can sometimes bring the sounds more closely into alignment.<P> Using direct subwoofer feeds through the two-channel RCA inputs (the ""left"" plug serves both for mono feeds) shortened the setup and integration process considerably, readily providing the deep, tight bass the PSW8100-8 is capable of. <b>Pros:</b><br> <ul> <li>Good sound <li>Easy setup <li>Flexible inputs </ul> <b>Cons:</b><br> <ul> <li>Tricky integration when not using dedicated low-frequency outputs </ul>",
285,B00000J49X,3Com 3C509B Etherlink III TPO,3Com,Electronics > Computers & Accessories > Computers & Tablets,"Manufacturer's Part # 3C509B-TPO<BR>This product is <B>Brand New</B>. <font face=Arial size=2>Hardware Compatibility: IBM-compatible ISA &amp; EISA PCs  Software Compatibility: Supports client and server drivers for all major PCs and network operating systems (as of 1998)&#44; including: <font face=Arial size=2>Includes: </font> <font face=Arial size=2>Connectors: Provides PC network connectivity to twisted-pair Ethernet hubs and switches This product is Brand New and comes with a 1 year warranty. <div style=""text-align:center;width:100%;margin:22px 0;height:1px;border-top:1px solid #DDDDDD""></div> <center><div class=""transparency-container aplus-content-container""> <a href=""/b?node=12691228011""><h3><img src=""https://images-na.ssl-images-amazon.com/images/G/01/img16/pc/easychoice/landing/easychoice_landing_header.jpg"" width=""65%""/></h3></a></center></div> <div style=""text-align:center;width:100%;margin:22px 0;height:1px;border-top:1px solid #DDDDDD""></div>",$1.54
286,B00000J4CK,Audiovox Advent AW720 Wireless 900 MHz Headphones (Discontinued by Manufacturer),Advent,Electronics > Headphones > On-Ear Headphones,"900 MHz Wireless Headphones 32 mm titanium impregnated driver element, self-adjusting headband, built-in charging function, transmitter",
287,B00000J4O2,Logitech First Mouse Plus,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Mice","Logitech USB First Wheel Mouse for PC and Macintosh performs today and is ready for tomorrow. Plugs into the PS2 port on any Windows system or the Universal Serial Bus (USB) port on Windows 98 and Macintosh 8.5 or later systems. Comfortable control for left and right hands. Use the wheel to scroll without scrollbars in Windows 95, 98, 2000, ME, XP, Vista, NT 4.0 or Macintosh 8.5 systems or later. Logitech part number 930499-0403. This item is new, but non retail boxed. This item is plug and play or software can be downloaded for free from Logitech. Our best value for a scrolling wheel mouse, the First Mouse fits comfortably in your hand. Use the handy wheel button for fast scrolling and zooming, or as a third, customizable button for your choice of one-click Windows shortcuts.",
288,B00000J4GT,Maxell NB-900 Headphones,Maxell,Electronics > Headphones > On-Ear Headphones,"Adjustable neck band with swivel ear cups In-line volume control with mono/stereo switch40mm neodymium driversFrequency response: 10Hz-24kHzL-shaped gold-plated 3.5mm mini-plugIncludes 1/4"" adapter",
289,B00000J9Z7,Earhugger Action A-1000 Headphone,Ear Hugger,Electronics > Headphones > Earbud Headphones,"Earhuggers stay put while you stay moving. The wrap around the ear design helps keep the earbud in place while you exercise or just do household chores. Comfortable for extended listening sessions. 1.2 meter cord and a limited lifetime warranty. These comfortable inner ear headphones were originally designed to fill the needs of people with active lifestyles. EarHuggers are the perfect headphone solution for those who regularly jog, power walk, do aerobics, work out at gyms, or use home exercise equipment such as treadmills and stairclimbers. EarHuggers are designed so that they will not slip or fall off while you exercise, unlike some headphones.",
290,B00000JB6X,EarHugger EH910 Lightweight Ultra Bass Back Phones,Ear Hugger,Electronics > Headphones > On-Ear Headphones,behind the head neckband headphones. Comes in either silver or black,
291,B00000JB6M,Turbo Earhugger TV-6000 Headphone,Ear Hugger,Electronics > Headphones > Earbud Headphones,"Earhuggers stay put while you stay moving. The wrap around the ear design helps keep the earbud in place while you exercise or just do household chores. Comfortable for extended listening sessions, the TV 6000 offers deeper bass response for your listening. 1.2 meter cord. Limited lifetime warranty",
292,B00000JBC8,Yamaha YSTM8W Multimedia Speaker 10 Watt Total,Yamaha,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"Yamaha Mult-Media Speaker. Magnetically shielded 2.5"" full range speaker, 5 watts RMS, all controls on front panel (power, volume, tone, headphone) slim design with active servo technology. Includes AC adaptor and stereo RCA cable.",
293,B00000JBAM,Diamond SupraExpress USB (PC/Mac),Diamond,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Interconnects > USB Cables,"Most people never consider upgrading the modems that came with their systems. Installing a new modem is usually tricky, and the results are rarely worth the trouble, especially if you already have a 56 Kbps modem installed. But all that has changed since the introduction of USB modems. These external devices are simple to install and tend to outperform similar devices that use older interfaces. Diamond Multimedia's sleek SupraExpress USB is a small external modem that surpassed our expectations. The SupraExpress USB lacks many of the bells and whistles we're used to seeing with standard, external serial-port modems. It weighs only a few ounces and has only four lights on the face of its USB modem: one shows the modem is on, one tells if the phone line is currently in use, and the remaining two blink if the modem is either receiving or sending data. It's a simple layout that's useful and easier to decipher than the external modem codes of the past. As stated, setting up the modem is a snap. Just connect a standard phone line to a wall jack, snap the other end into either of the two ports on the back of the modem, and attach the included USB cable to your PC or Mac. You then can connect a telephone to the other jack on the back of the modem if you need one. Many other external modems require you to attach a telephone to them before they'll work. You might be surprised when you see there is no power cord. Like many USB products the SupraExpress doesn't need one, as it draws power directly from the PC through the USB cable. Our computer was running when we attached the modem, and Windows 98 immediately recognized the hardware. The SupraExpress USB replaced an older 56 Kbps ISA modem, and the results were stunning. Average data transfer rates more than quadruple those of the old modem. With the old modem, we were unable to join many online games because it produced high latency, but lag was slashed with the SupraExpress USB. We were able to enjoy every online game we tried. If you're buying this product based on specifications listed on the box, be aware that some of them are incorrect. This modem does not support distinctive ring when used with Windows and it doesn't support either caller ID or distinctive ring when attached to a Mac. If your current 56 Kbps modem crawls around the Web, takes an eternity to download files, and frequently loses its connection (as our previous modem did), the SupraExpress USB may alleviate those problems. We highly recommend it to anyone with a USB-enabled computer. <i>--T. Byrl Baker</i> <b>Pros:</b><br> <ul> <li>Supereasy installation <li>No need for separate power supply <li>Small footprint <li>Smooth performance <li>Works with USB-equipped PCs and Macs </ul> <b>Cons:</b><br> <ul> <li>Poor printed documentation </ul>",$1.54
294,B00000JBHA,Yamaha YSTMS28W Multimedia Speakers,Yamaha,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,Yamaha 3 Piece Amplified Speaker System delivers stunning sound in a small space. Features2 desktop speakers with 5 watt power each and subwoofer with 15 watts of power. All speakers use active sevo technology.,
295,B00000JBJF,Altec Lansing ACS48 Computer Speakers (3-Piece),Altec Lansing,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,Altec Lansing introduces a 3 piece multimedia audio solution for your home or office personal computer that provides power and performance at a tremendous value. No longer is it necessary to settle for limited performance of a 2 piece system when it is so affordable to step up to the enhanced output provided by the subwoofer of a 3 piece system. The Altec Lansing ACS48 3-Piece Computer Speakers deliver full range performance and the subwoofer pumps out powerful low range bass that completes the wide range audio output. The Altec Lansing ACS48 3-Piece Computer Speaker system offers an electronic control to adjust the volume of the powered satellite speakers and the subwoofer quickly and easily; most systems require separate adjustments. Just set the subwoofer output level for the desired bass effect and the electronic control will take it from there. ACS48 3-piece shielded computer speakers. Computer speaker system with all wood cabinet and subwoofer designed specifically for computers to deliver high quality audio reproduction and near-field audio monitoring. Two powered satellite speakers are electronically controlled and magnetically shielded--line-in jacks and specially designed circuitry allow mixing of two audio sources compatible with all leading personal and micro computers and sound cards. Includes 120V AC power supply. One-year warranty.,
296,B00000JBJQ,Altec Lansing ACS33 PowerCube Computer Speakers (3-Piece),Altec Lansing,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"High quality, high performance 3-piece system, compact speaker satellites are powered and magnetically shielded, pwoered subwoofer extends the low frequency response to add realism and bass. volume control and Power on LED",
297,B00000JBPI,Labtec LCS1030 Studio Reference Series Speakers,Labtec,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"Looks great, sounds great. Labtec technology delivers the best sound at this price point. Includes award winning industrial design, dynamic bass equilization, ported/sealed enclosure for wider frequency design, Max-S drivers, variable volume and treble controls, frequency response: 50Hz - 18KHz, power output: 10 watts RMS (5W+5W) Computer speakers with Dynamic Bass Equalization, Award-Winning Design, Max-X(tm) Drivers, and Ported/Sealed Enclosures. As part of the Studio Reference(tm) Series, the LCS-1030 was designed to reproduce the full range of sound to satisfy a wide variety of musical tastes. These two-piece multimedia speaker designs combine award-winning audio technology with innovative, ergonomic design. The result is compact speakers that bring recording-studio quality sound to the desktop.",
298,B00000JBK6,Altec Lansing ACS22 Computer Speakers (2-Piece),Altec Lansing,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,Porducves powerful audio output from two satellites. Maintains a small footprint while delivering high quality sound. Delivers quality PC audio to the value-oriented consumer. Convenient stereo headphone output.,
299,B00000JBJW,Altec Lansing ADA305 PowerCube Computer Speakers (3-Speaker),Altec Lansing,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"Prologic five speaker system, parented side-firing speakers, Digital Power Cube;s Audio Management Software. Satellite dimensions:4x3.5x7 inches, 2.4 lbs; sub: 9.375x7.5x11.75, 12.53 lbs Before today, a multimedia speaker system operated outside the domain of the PC. However, with the advent of new audio technologies and unique product design, Altec Lansing delivers True Digital Audio to you with the Altec Lansing ADA305 PowerCube 3-Piece Computer Speakers. The Digital PowerCube uses the power of your PC to enhance your PC home audio experience. The ADA305 Digital PowerCube delivers multidimensional audio excitement resulting from a Dolby(r) Pro Logic decoder in the subwoofer. It simply takes any analog signal and converts it to 4 channels of audio. To deliver the multichannel audio, the Digital PowerCube uses Altec Lansing's patented side-firing speakers so that the audio is driven to the side and rear for a true multidimensional audio experience. As a result of USB (Universal Serial Bus) technology, Altec Lansing now delivers to you greater control of your listening environment with the Digital PowerCube's Audio Management Software. This on-screen software allows you to individually adjust each audio channel: you'll be able to customize your audio to your listening environment so that you can maximize your audio pleasure. In addition to the on-screen controls, the Audio Management Software integrates your PC, sound card and speaker volume control into one system: one adjustment changes all controls simultaneously so that you will no longer inadvertently distort your audio volume. Through advanced audio technology and unique system design, the ADA305 uses the power of the PC to enhance your audio for True Digital Audio playback.",
300,B00000JBPN,Labtec ATX5820REGN Audio F/X Theater Series Speakers,Labtec,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"Labtec's multi-channel PC audio satelllite and subwoofer system. Includes: Virtual Dolby surround, D'Appolito driver configuration, variable Spatializer 3-D Imaging, Progressive suspension subwoofer, laminar flow bass port, Clear Desk mounting system, Convenient single-sided control panel with variable volume/treble/bass controls, 70 Watts RMS, 7 speaker drivers, 3-way electronic crossover, Max-X drivers, headphone and microphone input jacks, cord length: 7' to source/5' between speakers, 1 shielded 2'Max-X progressive suspension sub, 4 shielded 2"" Max-X midrange drivers in satellites, 2 shielded 2"" tweeter drivers in satellites.",
301,B00000JBTM,Logitech Quickcam VC USB DV Camera (961111-0100),Logitech,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Webcams,"Manufacturer's Part # 961111-0100<BR>This product is <B>Refurbished</B>.<b><font face=Arial size=2>Affordable videoconferencing solutions!</font></b><ul>  <li><font face=Arial size=2>Capture still images and video clips</font>  <li><font face=Arial size=2>Easy to install and use</font>  <li><font face=Arial size=2>PC video capture resolution: 352x288 (CIF)    320x240 176x144(QCIF) 160x120</font>  <li><font face=Arial size=2>PC still image capture format: AVI</font>  <li><font face=Arial size=2>PC still image capture resolution: 352x288    (CIF) 320x240 176x144 (QCIF) 160x120</font>  <li><font face=Arial size=2>PC still image capture format: BMP TIFF JPEG</font>  <li><font face=Arial size=2>Sensor type: 352x288 pixels</font>  <li><font face=Arial size=2>Lens: f2.0 view angle: 46 degrees manual    focus range 1 to infinity</font>  <li><font face=Arial size=2>Number of colors: Capture up to millions    (24-bit)</font>  <li><font face=Arial size=2>Video frame rate: Up to 30 fps based on image    size resolution and end user's system</font></li></ul> <b><font face=Arial size=2>System Requirements</font></b><ul>  <li><font face=Arial size=2>PC with Pentium 100 MHz processor</font>  <li><font face=Arial size=2>Windows 98 or Windows 2000</font>  <li><font face=Arial size=2>16 MB RAM</font>  <li><font face=Arial size=2>10 MB available hard drive space for QuickCam    software</font>  <li><font face=Arial size=2>Available USB port</font>  <li><font face=Arial size=2>SoundBlaster compatible sound card speakers    and microphone required for sending and receiving audio (full duplex sound    card recommended)</font>  <li><font face=Arial size=2>28.8 Kbps modem (synchronous modem required    for H.324-based video calls) or network connection</font></... This product is Refurbished and comes with a 30 day warranty. Remember just decades ago when video conferencing was a futuristic vision in sci-fi movies? Well, now the future is here and you can bring it home with the Logitech QuickCam VC. Whether you want to email photos, shoot your own video clips, or chat with friends and family over the Internet, you can do it with the QuickCam. Setup is simple. Take the camera out of the box, place it on top of your computer, and plug the cord into an empty USB port. Though you should be able to connect the USB cable to any port, the camera needs extra energy and should be connected directly to your computer or into a hub. We tested the QuickCam with an iMac, and though the instructions say you can plug it right into your keyboard, we had to use a direct connection to completely power the camera. Insert the CD into your CD-ROM drive and the software will kick in and instruct you in the installation procedure. The QuickCam comes loaded with all the software you'll need to get started (if you have a Mac you'll need QuickTime, which you probably already have; if not, you can download the newest version free directly from Apple's Web site). For video conferencing, use Microsoft NetMeeting if you have a PC, and iVisit if you have a Mac--both are included with the QuickCam VC. Just follow the installation instructions to get going. Both QuickMovie and QuickPict have editing capabilities so you can adjust your images before sending them. Also included is Microsoft Internet Explorer and the screensaver program AfterDark as a full or regular screen QuickSaver. The camera is a 360-degree rotating sphere on a triangular base. It does not rotate up or down, but with the 6-foot cable you can position the camera at any height you like, and adjusting the ring around the lens serves as a manual focus. The QuickCam automatically adjusts to the correct light so your pictures will come out balanced (but this does not mean you can take photos in the dark; you do need appropriate light in the room). The pictures are incredibly clear, and like most digital cameras, have a slight lag time while recording. Made of black plastic with a long elastic cord, the QuickCam is durable and long-lasting. Remove the camera from its base and suddenly you have a handheld digital camera, albeit one that's still tethered to your computer. As with all cameras, we suggest you don't touch the lens--it's small and easily smudged, but not so easy to clean. An innovative and ultramodern way to visit with family and friends, you can use the QuickCam to send photos or movies to whomever you chose in minutes. The video conferencing feature is wonderful for both business meetings and for a more personal connection than a phone call. It's especially great for traveling parents to keep in touch with what's happening at home or for students away at college to stay connected. <i>--Dana Van Nest</i> <b>Pros:</b> <ul> <li>Quick install procedure <li>Clear, precise images <li>Great way to keep in touch </ul> <b>Cons:</b> <ul> <li>May need to download extra software </ul>",$1.54
302,B00000JBVJ,Logitech Internet Keyboard 104-KB,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards","Web browser control at your fingertips with 17 dedicated buttons for one-touch access to the most often used Explorer or Navigator commands. Customizable, programmable buttons mark your favorite sites and applications.",
303,B00000JBOY,Labtech LCS150 Space Saver Series Speaker,Labtec,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"The world's best selling multimedia speaker. Also, Labtec's most affordable speaker. Convenient single-side control panel, bass boost control, volume control, power on/off switch, frequency response:80Hz-16KHz, power output:1.35 watts RMS.",
304,B00000JBWJ,Logitech QuickCam Pro PC Video Camera for Parallel Port,Logitech,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Webcams,"Why settle for text when you can express yourself in living color? Send video e-mail, participate in video conferences, take pictures, and make videos with the inexpensive, easy-to-install QuickCam Pro PC video camera. The first thing we noticed when we took the QuickCam out of the box is that it is small and sturdy. Setting up the QuickCam was very easy--we just dropped in the software CD-ROM, followed the setup wizard, and then connected the QuickCam to our PC's parallel and keyboard ports. (Make sure you follow the directions in order.) We restarted the computer, clicked the QuickCam icon, and there we were, on screen, in beautiful 24-bit color. In our test, we created still shots and digital home videos. The camera adjusted itself surprisingly accurately and quickly for a variety of conditions. It focused down to just a few inches and compensated for lighting changes, from dim indoor shadows to sunlight through a window. We used the QuickCam software to organize our still shots and videos and to prepare them for e-mail transfer. The software took an AVI video clip lasting 105 seconds (80.7 MB), converted it to RealMedia (RM) format, and inserted it into an e-mail message as an attachment occupying only 1.89 MB. The conversion process took about 90 seconds, and although it introduced some expected graininess and compression artifacts, we were still very impressed with the resulting quality. We ran Microsoft NetMeeting, which allows you to participate in video conferences, and it correctly identified the QuickCam as the installed camera. To set up the conferencing feature, you'll need to review Microsoft NetMeeting's documentation.<P> With its straightforward setup, intuitive software, stylish design, and low price, the QuickCam is both functional and lots of fun. <i>--Mike Brown</i> <b>Pros:</b><br> <ul> <li>Easy to set up <li>PC and Mac compatible <li>Great value, low price </ul> <b>Cons:</b><br> <ul> <li>None </ul> This full-color digital camera gives you 640 x 480 stills or video conferencing for your PC. Complete with tilt/swivel base and PictureSmart Technology, QuickCam Pro is ready to output sharp, colorful images. Just load, plug, and go.",
305,B00000JBUZ,Logitech First Mouse,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Mice","According to Logitech, the First Mouse is the world's bestselling mouse. If you're looking for a sturdy, no-nonsense mouse, then you can't go wrong with this one. The First Mouse fits nicely in either your right or left hand. Setting it up is as simple as plugging the mouse into the PS/2 port on the back of your computer. Our computer instantly recognized the mouse, and it was fully operational. You can reach the auto scroll feature, which allows you to scroll through all Windows and Internet applications, by clicking the right and left buttons at the same time. You can also change general mouse settings by accessing the settings in your control panel. Basic computing requires a basic mouse, and the FirstMouse performs these tasks perfectly. <b>Pros:</b><br> <ul> <li>Sturdy <li>Great for both right- and left-handed users <li>No drivers required </ul> <b>Cons:</b><br> <ul> <li>No extra features </ul> Discover the ease-of-use and performance of First Mouse. Complete with gentle curves and a finger indentation on the left button, this mouse was designed to cradle your hand and give your fingers a rest. PS/2 version.",
306,B00000JC4M,Micro Innovations KB900i Windows 98 Multifunction Keyboard,Micro Innovations,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards","The KB900i Pro Windows Keyboard is an innovative multifunction keybaord for better working. The keyboard features multiple tools to make finishing your work in Windows 98, Me or 2000 easier than ever.",
307,B00000JBJY,Altec Lansing ACS54 PowerPlay Plus Computer Speakers for Gamers (5-Piece),Altec Lansing,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"High quality, high performance 5-piece system. Compact speaker satellites are powered and magnetically shielded. Powered subwoofer extends the low frequency response to add realism and bass. Separate controls for Volume, Bass, Treble and Power. Altec Lansing ACS54 PowerPlay Plus 5-Piece Computer Speakers for Gamers are specially designed for gamers to provide high-quality, powerful, surround sound output for games. Five speakers provide a total of 40 watts output. The compact satellites are power and magnetically shielded and include unique bracket/stands that provide convenient mounting possibilities for surround speakers. The powered wood subwoofer extends the low-frequency response to add realism and bass. This set includes separate controls for master and surround adjustments. Satellites feature 3-inch full-range drivers. The subwoofer features a 4-inch long throw and 20 watts.",
308,B00000JBYV,Micro Innovations KB95B 104-Key Black Keyboard,Micro Innovations,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards",,
309,B00000JBHE,"Yamaha YSTMS50W 2.1 Computer Speakers (3-Speaker, White)",Yamaha,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Audio & Video Accessories > Computer Speakers,"Yamaha Mega Power Multi-Media 3 Piece Speaker System. 80 Watts of power, 3"" mid-range with 3/4"" tweeter and subwoofer with 6.5"" driver. Add superb sound output to your multimedia PC system with this deluxe three-piece stereo speaker kit. Two compact two-way speakers deliver accurate, well-defined stereo sound. Three midrange drivers and a 0.75-inch tweeter are in each speaker. One subwoofer extends to lower frequencies to provide a natural chamberlike sound that resonates with bass frequencies for authentic dimension. A built-in amplifier delivers 20 watts of power to each two-way speaker and 40 watts of power to the subwoofer for realistic clarity and a total of 80 watts of power. Overall frequency response is 32 to 20,000 Hz. A jack for optional stereo headphones is included.",
310,B00000JBYW,Micro Innovations Windows '98 104-Key Keyboard,Micro Innovations,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards","Micro Advanta KeyboardHigh-quality silicone membrane prevents damage from spills. Windows 98 compatible with system and shortcut keys. Enhanced turbo-cursor increases the cursor speed from 2.5 cps to 40 cps; great for viewing large documents and spreadsheets via arrow keys. Space-saving, low-profile design. PS/2 connectivity. Manufacturers lifetime limited warranty. 18-1/2w x 6-5/8d x 1-3/4h.Gray",
311,B00000JBV2,Logitech Deluxe 104-Keyboard,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards","This spill-resistant, PC-compatible, 104-key keyboard is perfect for home or office. Take advantage of its detachable palm rest and three additional Win 95 hot keys to access your most-used applications.",
312,B00000JBHP,"Yamaha RH1C Portable Headphones, Black",Yamaha,Electronics > Headphones > On-Ear Headphones,"Remarkable acoustic presence and full, bright sound with open-ear design.",$1.96
313,B00000JBSI,Logitech Cordless Desktop Keyboard/Mouse,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboard & Mouse Combos","With mouses, keyboards, speakers, external drives, modems, and the like, the modern-day workstation is less a testament to efficiency than it is an exercise in cable management. This wireless remote receiver is capable of picking up signals from your keyboard and mouse from a whopping six feet away. You'll also welcome the freedom of having two less cables to wrestle with. The digital radio technology behind the cordless desktop is simple. The Logitech scrolling-wheel mouse and Windows 95-compatible keyboard aren't subject to line-of-sight limitations, meaning that the unit works even when obstacles are blocking the radio receiver--a normal occurrence for messy workstations. The pair of AA batteries in the keyboard and the pair of AAA batteries in the mouse last about six months. And don't worry about experiencing problems with lag. After installing the cordless desktop, we fired up the epic first-person shooter game, <I>Half-Life</I>, to see if the unit's radio technology would burden our ability to kill aliens and send commandos home in body bags. We're happy to report that our shooting was as lethal as usual. The cordless desktop ships with Logitech's MouseWare software, allowing you to customize your desktop. <b>Pros:</b><br> <ul> <li>Wireless technology <li>Wheel mouse is sturdy <li>Digital radio technology works when receiver is hidden </ul> <b>Cons:</b><br> <ul> <li>Batteries only last six months </ul> This cordless duo uses digital radio technology to give you more freedom. Working within a 6-foot range of your computer, you'll have the advantage of cordless tools, but with better reliability than infrared devices that require aiming and a clear path.",
314,B00000JC5U,Micro Innovations KB99NT Stealth Wireless Infrared Keyboard,Micro Innovations,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Keyboards",Windows 95 compatible infrared wireless keyboard.,
315,B00000JC4K,Micro Innovations IB700I Rave Keyboard (PS/2),Micro Innovations,"Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Keyboards, Mice &amp; Accessories > Keyboards","Keyboard, Split, 20-1/4x10-1/8x1-3/4, Gray",
316,B00000JCT3,Aiwa HPX111 Stereo Headphones (Discontinued by Manufacturer),Aiwa,Electronics > Headphones > Over-Ear Headphones,"Comfortable design, superior performance, the perfect choice for professionals and audio enthusiasts, 1-3/8"" (35mm) neodymium magnetic driver, units for Great SOund Performance, 10Hz-22kHz Frequency Response, cord length 6'-7"" Open-Air Type Digital Monitor Headphones. Comfortable design, superior performance, the perfect choice for professionals and audio enthusiasts.",
317,B00000JCTO,Motorola Earbud w/Push-To-Talk Microphone,Motorola,Electronics > Headphones > Earbud Headphones,The Earbud with PTT Microphone lets you talk and listen without having to remove your two-way radio from your belt.,$16.35
318,B00000JCTD,Sony MDR-101LP Overhead Headphones with 30 mm Drive Unit (Discontinued by Manufacturer),Sony,Electronics > Headphones > On-Ear Headphones,Sony Camcorder/Audio (MDR-101LP) LT WT STER HDPHN,
319,B00000JD77,Micro Innovations Micro Comfort PS/2 Mouse PD39P,Micro Innovations,"Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Keyboards, Mice &amp; Accessories > Mice","Function Over Form!Don't let the price fool you! This Micro Innovations PD39P 2-button PS/2 ball mouse is the inexpensive replacement for high-traffic computers. Perfect for offices, dorms and more, this beige mouse features an erognomic design for left and right-handed users. Order your Micro Innovations PD39P 2-Button PS/2 Ball Mouse today! Contoured for ease of use, this 2-button mouse is compatible with computers with a free PS/2 port running Windows 95 or 98. Its sleek design provides for hand and wrist support and makes it suitable for either right- or left-handed users.",
320,B00000JDD4,Micro Innovations PD49W Micro Point III Button Combo Mouse,Micro Innovations,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Mice",General Information   - Manufacturer: Micro Innovations  - Manufacturer Part Number: PD49W  - Manufacturer Website Address: www.mic-innovations.com  - Product Name: Micro Point Mouse  - Marketing Information:       - Three Button Performance Mouse     - Designed for Windows 98 & 2000      - PS2 Version     - Packaged Quantity: 1  - Package Type: Retail   Pointing Device   - Pointing Device Type: Mouse  - Pointing Device Connectivity Technology: Cable  - Pointing Device Wireless Technology: Not Applicable  - Movement Detection: Opto-mechanical  - Buttons: 3 x Button   Interfaces/Ports   - Interfaces/Ports: 1 x 6-pin mini-DIN Female PS/2  - Interfaces/Ports: 1 x 9-pin D-Sub (DB-9) Male RS-232 Serial   Physical Characteristics   - Weight: 0.82 lb    Warranty   - Standard Warranty: Lifetime Limited,
321,B00000JD6V,Noisebuster Extreme 102130091 Portable Stereo Headphones,Noise Buster Extreme,Electronics > Headphones > On-Ear Headphones,Noisebuster Headphones electronically neutralize low frequency,$2.00
322,B00000JDE5,Microsoft Mouse (PS/2),Microsoft,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Mice","Super Clean - Durable Ergonomic 2-Button 9 Pin Serial Mouse

Can be used for any PC with a PS/2 Serial Port. Extensive ergonomic research and IntelliPoint software features make Microsoft Mouse version 2.0 one of the most comfortable, accurate, and versatile pointing devices you can use to enhance the Microsoft Windows operating system.",$1.54
323,B00000JDD5,"Micro Innovations 2000 - Keypad - AT, PS/2 - 104 keys - white - English - retail",Micro Innovations,"Electronics > Computers &amp; Accessories > Computer Accessories &amp; Peripherals > Keyboards, Mice &amp; Accessories > Keyboards",Innovative space saving design,$20.30
324,B00000JDDF,Logitech First Mouse 3-Button PS/2,Logitech,"Electronics > Computers & Accessories > Computer Accessories & Peripherals > Keyboards, Mice & Accessories > Mice","Designed to give comfort to both the left and right hands, you can use the three buttons for time-saving shortcuts and to scroll through documents without using scroll bars in Windows, NT, and the Internet.",
